"question","answer","option","explanation","image","categoryID","courseID","yearID"
"The diagram above shows a wooden block just about to slide down an inclined plane whose inclination to the horizontal is α. The coefficient of frictional force between the block and the plane is",""," sin α |  tan α |  Cot α |  Cos α","","http://practa.ng/download/que_image/a156940e4b519944e90c4b50582ee1ee.jpg","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"An importance of warehousing is in the","C","production of goods |  importation of goods |  repackaging of goods | transportation of goods","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"ln order to increase the capital owned, a sole trader may","C","issue debentures | acquire extra shop fittings onvcredit| draw less of his profit for personal use | seek for bank loan","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A business partner who provides capital but abstains form participation in administration of firm is a","D"," dormant partner | secret partner |  general partner | nominal partner","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"An object of mass 20kg slides down an inclined plane at an angle of 30o to the horizontal. The coefficient of static friction is .[g ≈ 10ms-2]","C","0.2 |  0.3 |  0.5 |  0.6","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Which of the following will NOT be stated in a Memorandum of Association?","C"," Registered office |Object clause | Rights of shareholders| Name clause","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A block and tackle is used to raise a load of 250N through a vertical distance of 30m. What is the efficiency of the system if the work done against friction is 1500J?","B","73.3% |  83.3% |  62.5% |  94.3%","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The amount of authorized capital that shareholders have subscribed to is","A","authorized share capital |  owner's equity | working capital| issued share capital.","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A lawyer that defrauds his client may be derobed by the Nigerian BarAssociation in order to","C","protect other lawyers| prevent the client from sueing the Association |  protect the integrity of the Association| compensate the affected client","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"If a load of 1 kg stretches a cord by 1.2cm, what is the force constant of the cord? [g ≈ 10ms-2]","","866 Nm-1 |  833 Nm-1 |  769Nm-1 |  667Nm-1","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"In the Nigerian GSM industry, a parliament is organized by the Nigerian Communication Commission in order to","A"," protect the interest of consumers |  encourage more people into the business | protect the interest of government| increase profit of service providers","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Trade Fairs in Nigeria are organized by","A"," Chambers of Commerce | Ministry of Commerce and Industry| The Federal Government | Manufacturers Association of Nigeria","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"An object of volume 1m3 and mass 2kg is totally immersed in a liquid of density l kgm-3. Calculate its apparent weight. [g ≈ 10ms-2]","C"," 2N |  1N |  10N |  20N","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Money is generally acceptable for transactions due to","A","the legal backing| the rule of law |  it's acceptability in the global market| the Central Bank Governor's signature","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Which of the following is a quality of money?","B"," lndivisibility | Scarcity |  Convertibility |  Availability","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The pressure at any point in a liquid at rest depends only on the","C","depth and the density |  mass and the volume |  quantity and the surface area |  surface area and the viscosity","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Money can simply be referred to as a","D"," means of settlement| measure of value | durable asset for doing business | standard of value","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A balloon whose volume is 300m3 is filled with hydrogen. If the density of air is 1.3 kgm, find the upthrust on the balloon. [g = 10ms2]","D"," 3000N |  4000N |  3800N |  3900N","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Gilt-edged securities are issued mainly by","B","multi- national companies| government | individuals | non-governmental organizations","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The initial function of a manager is","D","setting-up an organization | planning | provision of welfare package| coordinating","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Clinical thermometers are examples of","D"," pressure gas themiometer B.  resistance thermometer |  alcohol thermometer |  mercury-in-glass thermometer","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The most suitable organizational structure for small or medium-sized enterprises is","C","functional structure | staff structure | line structure | committee structure","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"In a staff-authority relationship, the opinion of a specialist in one department to another is","A","a directive| a delegation | a command | an advice","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Two metals P and Q are heated through the same temperature difference. If the ratio of the linear expansivities of P to Q is 2 : 3 and the raio of their length is 3 : 4 respectively, the ratio of the increase in lengths of P to Q is","A"," 1:2 |  2:1|  8:9 |  9:8","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Management of a business involves the development of ideas for the","D"," transportation of goods and services that human wants| transfer of title of ownership of goods and services to individuals | distribution of goods and services that human wants| production of goods and services that satisfy human needs","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Which of the following is used as a pricing policy?","C"," Labelling| Packaging| Market skimming | Market selection","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The essential utility derived from the use of a product is known as","D"," core benefit | augumented benefit|  formal benefit | branded benefit","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"2000cm3 of a gas is collected at 27oC and 700mmHg. What is the volume of the gas at standard temperature and pressure?",""," 1896.5cm3 |  1767.3cm3 |  1676.3cm3 |  1456.5cm3","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The breaking down of a market into separated and identifiable elements is known as","A"," segmentation | penetration | differentiation | skimming","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Calculate the temperature change when 500 J of heat is supplied to 100g of water. [specific heat capacity of water = 4200Jkg-1 k-1]",""," 12.1oC |  2.1oC |  1.2oC |  0.1oC","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"A contract that is acknowledged before law court is referred to as","C"," informal contract |  contract of records | formal contract | specialty contract","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"An agent employed to sell goods delivered to him by the principal is referred to as a","B"," factor| universaI agent | del credere agent| special agent","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A motor dealer who agreed to sell a carto Mr X but sold and delivered it to Mr Y on the delivery date agreed with Mr. X . He has discharged the contract by","C"," frustration | an agreement|   breach| performance","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A contract can be terminated through","C","family intervention |  frustration | consultation| physical combat","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The right to retain possession of goods until the contract price is paid is referred to as","C"," a promise | ultra vires |  a lien |  a breach","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"Which of the following is NOT a factor that can increase the rate of evaporation of water in a lake?","A","Increase in the pressure of the atmosphere |  Rise in temperature |  Increase in the average speed of the molecules of water |  Increase in the kinetic energy of the molecules of water","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The sole legal right held by the author to publish his book is a","B"," bookmark | patent right | trademark | copyright","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The process of transferring data from one computer to another is referred to as","B","browsing | downloading | faxing| decoding","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The physical components of a computer system is","B"," floppy disk| hardware|software | hard disk","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A computer accessory through which information can be retrieved is the","D","floppy disk| input device | control unit | hard disk","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The type of computer application software used mainly for management information is","C"," corel draw| autocad| word perfect | database","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"To meet security requirements before gaining access to data, a computer operator supplies","A"," a password|  an e-mail address|a yahoo address|  a modem","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"A major factorthat affects business operations is","B"," product |  technology | supply | rivalry","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The environmental hazard that is most difficult to control is","D","political unrest |  land pollution | water pollution| air pollution","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The quantity of heat energy require to melt completely 1kg of ice at -30oC is .[latent heat of fusion = 3.5 x 105 Jkg-1, specific heat capacity of ice = 2.1 x 105Jkg-1K-1]","","4.13 x 10oJ |  4.13 x 105J |  3.56 x 1O4J |  3.56 x 102J","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Cooperation and friendliness are enhanced among nations through interdependence necessitated by","C"," socio-cultural activities | tourism | commerce | agriculture","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"One of the products of an extractive industry is","C","a shoe | a texile material | an iron ore | an air plane","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The payment for direct service is usually made by the","D"," community | local authority | government | individual","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"An important feature of land is that, it","C"," is heterogeneous in naure|  has an elastic supply |  is an active factor of production| is subject to retuns to scale","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2642f34c0a3b8f0b1afc"
"An important feature of land is that, it","C"," is heterogeneous in naure|  has an elastic supply |  is an active factor of production| is subject to retuns to scale","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"I . It is a rapid, constant and irregular motion of tiny particles. II . It gives evidence that tiny particles of matter called molecules exist. III . It takes place only in gases. IV . lt gives evidence that molecules are in a constant state of random motion. Which of the combinations above is correct about Brownian motion?","C","l, II and III only |  II, III and IV only |  I, III and IV only |  I, II and IV only","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"One of the major determinants of the volume of production is","A"," the market size |  government | the availability of banks| sex distribution","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Mrs. Jones who lives in the riverine community of Rivers State makes her living throgh crabbing and fishing. This type of occupation she is in","C"," commercial |manufacturing | extractive| service","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2642f34c0a3b8f0b1afc"
"Mrs. Jones who lives in the riverine community of Rivers State makes her living throgh crabbing and fishing. This type of occupation she is in","C"," commercial |manufacturing | extractive| service","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Question 8  Flag question for error To eliminate middlemen, there should be a retail outlet such as","A"," consumer co-operative | producer co-operative | department | multiple shop","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The document issued by a port authority for goods deposited is a","C","consular invoice|bill of sight|warehouse warrant | bill of lading","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2662f34c0a3b8f0b1aff"
"The document issued by a port authority for goods deposited is a","C","consular invoice|bill of sight|warehouse warrant | bill of lading","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The document submitted to the customs authority when full description of imported goods is not provided is","A"," a bill of sight | bill of interest | an invoice | an indent","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The role of customs and excise authority includes the","A","control of the flow of goods in and out of the country| control of security agents within and out of the borders | provision of dockyards for ship repairs adnd maintenance |  provision of transport system to facilitate imports and exports","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A document recording the transactions of an organization with its customer for a specified period which normally shows the indebtedness of one to the other is a","A"," statement of account | consular invoice | proforma invoice| statement of affairs.","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"In response to an inquiry from a customer, a wholesaler is expected to send back","B"," an order | a quotation |  consignment note| an advice note","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Tourists with no fixed address in a town may receive their letters from the post office through a","C"," parcel post |private mail bag | post retante | recorded delivery.","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Insurance against burglarly is an example of","D","Fidelity Gurantee Insurance | Non-Indemnity Insurance| Non-insurable risk| Indemnity Insurance","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The principle which requires the insurance company to diclose to the proposer all material facts of the risk to be covered is","B"," subrogation| uberrimae fidei | contribution|  proximate cause","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The insurance principle that allows an insurance company to take over the rights of the insured once he has been compensated is","D"," utmost good faith | proximate cause| indemnity | subrogation","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A trader who experienced loss through fire can be restored by","C","an advertising agency | the bank | insurance company |  a trade associtation","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The equation of a wave travelling in a horizontal direction is expressed as y = 15 sin 2π/5 (60t - x). What is its wavelength?","C"," 60m |  15m |  5m |  2m","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The distribution of petroleum products in Nigeria is through","D","sea| air| rail| road","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The deliberate effort geared towards discarding some cargoes in order to lighten the vessel is","B"," demurrage| jettison| caveat emptor | uberrimae fidei","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"From the diagram above, if the particle F is at a distance X from 0 to the right, the phase of the vibration will be different from that at 0 by",""," (2πX ) / λ |  (πX )/ λ |  λ / (2πX ) |  λ/(πX)","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The major aim of establishing a public corporation is to","B"," encourage specialization B.   provide essential services C.   establish a monopoly D.   provide employment opportunites","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Which of the following factors will affect the velocity of sound?","C","An increase in the pitch of the sound |  An increase in the loudness of the sound |  Wind travelling in the same direction of the sound |  A change in the atmospheric pressure at constant temperature","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The characteristic of a vibration that determines its intensity is the","A"," frequency |  overtone |  wavelength |  amplitude","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The coming together of a manufacturing business with a firm that markets its products is","D"," consortium | backward integration | a syndicate | farward integration","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"An association of voluntary organizations that work together for a common aim while retaining their independence is a","B"," merger | cartel | a syndicate| consortium","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The document that explains the types of shares available for sale to the public is","B"," a closed indent | a prospectus | an open indent | an invoice","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Where can a man place his face to get an enlarged image when using a concave mirror to shave?","C","Between the centre of curvature and the principal focus |  At the principal focus |  Between the principal focus and the pole |  At the centre of curvature","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Which of the following attracts only interest but leaves the capital unpaid?","C","A long-term loan|  Adevelopment bond |  A redeemable bond | An irredeemable bond","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A loan to a customer with a cheque account at a bank in which the account is allowed to go into debit is","A","overdraft | commission |  interest | advance","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Part payments made on allotted shares by subcribers is usually the","C"," Subscribed capital | aduthiorized capital | Called-up capital | issued capital","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A pinhole camera is placed 300m in front of a building so that the image is formed on a screen 5cm from the pinhole. If the image is 2.5cm high, the height of the building will be","d","25m |  50 m |  100m |  150m","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The net profit is the excess of gross profit and sources of income over all the expenses. This implies that net profit is","D"," opening stock add purchase less closing stock |sales less cost of salles including sales returns | the difference between gross profit and net sales | the difference between gross profit and trade expenses","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A form of money with a face value which is greater than the value of the metal content is","C"," commodity money | bank notes | token money | legal tender","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"An agent who transacts business with the broker in the stock exchange is a","B"," del credere|  jobber |  stag|  bull","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A document sent by a broker to his client to confirm a purchase or sale made on his behalf is","D"," deIivery note| contract note | consignment note |  transfer form","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Cum div differs from ex div in that, the latter","B"," is a document used to transfer ownership of shares|  entitles the vendor to receive a company's current dividend | entitles the purchaser to receive a company's current dividend| confirms a purchase or sale made on behalf of a shareholder","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The magnification of an object 2cm tall when placed 10cm in front ofa plane mirror is","B"," 6.0 |  1.0 |  0.7 |  0.6","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The payment made by a speculator to the buyer when he is unable to deliver stocks on the agreed date is","C"," cotango | arbitrage | backwardation | franco","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Which of the following regulates and controls the activities in the Nigeria Stock Exchange?","D"," NDIC|CBN | BPE |  SEC","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The principle of management that emphasizes on the number of subordinates under the direct supervision of a manager is","A"," span of control | unity of direction | unity of command | scalar chain","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Marketing differs fom selling in that, the latter only creates","C"," place utility. | marginal utility |possession utility | form utility","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A business that focuses attention on the quality of the goods produced by precisely knowing what the consumers desire is said to be operating the","B","product mix|  marketing concept | promotion mix|  production orientation","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The physical and psychological satisfaction a customer derives from the purchase of goods and services is","D"," price mix| marking mix| promotion mix | production mix","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Which of the following aspects of marketing stimulates buying by providing free gifts?","B"," advertising |Sales promotion |  Personal selling| publicity","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Which of the following is used as a pricing policy?","C","Packaging|  Market selection|  gen |  Labelling","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Tmr Taiwo entered into a contract to let a car to Mr. Bunmi for his wedding for two days. However the car had an accident before the first day. Mr. Bunmi attempted to claimn damages but failed. This implies that the contract was terminated by","C"," lapse of time| frustration| breach |  bankruptcy","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"After reflection from the concave minor, rays of light from the sun converges","B"," at the radius of curvature |  at the focus |  beyond the radius of curvature |  between the focus and radius of curvature","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Hire purchase is advantageous to the seller in that","A"," his turnover will increase |  it enhances level of patronage | people pay instalmentally| it elevates his living standard","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The difference between a factor and a broker is that the former","A","has a lien on the goods he possesses| is not in possession of the goods | is licensed to sell goods on auction | cannot sell in his own name","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A glass block of thickness 10cm is placed on an object. If an observer views the object vertically. the displacement of the object is","A","3.33cm |  5.00cm |  6.67cm |  8.50cm","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"I .Rays of light travel from a less dense medium to a denser medium. II . The Angle of incidence is greater than ciritical angle. III . Rays of light travel from a denser medium to a less dense medium. Which of the statements above are conditions for total internal reflection to occur?","C","I & III only |  I & II only |  II & III only |  II only","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The use of lenses is NOT applicable in the","C"," projector |  human eye |  periscope |  telescope","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"A contract which is devoid of legal effect is","B"," voidable contract | void contract | valid contract | unenforceable contract","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"The three functional units of a modern computer are","A"," input, processor and output units | processor, FORTRAN and output units| BASIC, COBOL and output units |black box, output and input units","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"Dispersion of white light is the ability of white light to","D"," penetrate air, water and glass |  move in a straight line |  move around corners | separate to its component colours","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Which of the following computers can be used in weather forecast?","B","Digital computer|  Analog computer | Hybrid computer | Mainframe computer","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A Digital versatile Disk is an example of a","A","computer storage device | transmission control protocol | file transfer protocol | mocroprocessor","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A newly charged 12V accumulator can easily start a car whereas eight new dry cells in series with an effective e.m.f. of 12V cannot start the same car because","B","the current capacity is high | the current capacity is low |  it cannot be re-charged |  it cannot easily be connected to a car","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The social responsibility factor of an organization is geare towards","C"," operating without disrupting the very essence of the environment| tackling the socio-economic problems of the state | contributing to the sustenance and development of its host community | meeting the needs and demands of the shareholders","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A lawyer that defrauds his client may be derobed by the Nigerian Bar Association in order to","C","protect the integrity of the association| compensate the affected client | prevent the client from sueing the association | protect other lawyers","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a266cf34c0a3b8f0b1b00"
"A country is said to be experiencing an unfavourable balance of trade if her","A"," visible imports exceed visible exports |  imports and exports are equal | exports exceeds imports | visible exports exceed visible imports","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2678f34c0a3b8f0b1b01"
"Six identical cells, each of e.m.f. 2V, are connected as shown above. The effective e.m.f. ofthe cell is","B","OV |  4V |  6V |  12V","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The fuse in an electric device is always connected to the","C","neutral side of an electric supply |  earth side of an electric supply |  live side of an electric supply |  terminal side of an electric supply","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The slogan, a wonderful world, used by a communication network is a form of","B","packaging| persuasive advertising| product differentiation | publicity","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2678f34c0a3b8f0b1b01"
"A major factor that affects business operations is","B"," rivalry | technology | product|  supply","","","577a259ef34c0a3b8f0b1af1","577a25e3f34c0a3b8f0b1af5","577a2678f34c0a3b8f0b1b01"
